"名称","住所","TEL","FAX","URL","備考","世界_10進_X","世界_10進_Y"
"久米中学校","南方中1487-1","0868-57-2004","0868-57-2340","https://www.city.tsuyama.lg.jp/life/index2.php?id=275","","133.89674276346366","35.055236157587217"
"勝北中学校","原371","0868-36-2366","0868-36-5419","https://www.city.tsuyama.lg.jp/life/index2.php?id=275","","134.10586275448659","35.100010883197612"
"加茂中学校","加茂町桑原280","0868-42-3031","0868-42-3032","https://www.city.tsuyama.lg.jp/life/index2.php?id=275","","134.05729153508759","35.174723818670913"
"津山西中学校","二宮1256-1","0868-28-0141","0868-28-0140","https://www.city.tsuyama.lg.jp/life/index2.php?id=275","","133.9724813722159","35.062638718662491"
"鶴山中学校","山北290","0868-22-8231","0868-22-8232","https://www.city.tsuyama.lg.jp/life/index2.php?id=275","","133.99980215349237","35.071920041441011"
"北陵中学校","大田160","0868-27-0321","0868-27-0322","https://www.city.tsuyama.lg.jp/life/index2.php?id=275","","134.00936482300926","35.086972462881278"
"中道中学校","勝部355","0868-23-6755","0868-23-6782","https://www.city.tsuyama.lg.jp/life/index2.php?id=275","","134.02102619877985","35.085863931770426"
"津山東中学校","押入1110","0868-26-1413","0868-26-1419","https://www.city.tsuyama.lg.jp/life/index2.php?id=275","","134.03778174901635","35.066275196291414"
"津山中学校","椿高下62","0868-22-3301","0868-22-3331","http://www.tuyama-jhs.okayama-c.ed.jp/","","134.00122989048003","35.067425605547818"
